Date,SMI20
2020-02-24,10712.83984375
2020-02-25,10478.509765625
2020-02-26,10512.150390625
2020-02-27,10205.4599609375
2020-02-28,9831.0302734375
2020-03-02,9950.830078125
2020-03-03,10087.400390625
2020-03-04,10251.3896484375
2020-03-05,10143.5703125
2020-03-06,9736.8203125
2020-03-09,9196.599609375
2020-03-10,9195.9296875
2020-03-11,9152.5
2020-03-12,8270.4404296875
2020-03-13,8367.5595703125
2020-03-16,8227.080078125
2020-03-17,8493.0400390625
2020-03-18,8338.740234375
2020-03-19,8782.240234375
2020-03-20,8623.8603515625
2020-03-23,8160.7900390625
2020-03-24,8733.3203125
2020-03-25,8989.16015625
2020-03-26,9203.98046875
2020-03-27,8996.3701171875
2020-03-30,9174.3896484375
2020-03-31,9311.919921875
2020-04-01,9168.98046875
2020-04-02,9270.9599609375
2020-04-03,9242.4404296875
2020-04-06,9462.33984375
2020-04-07,9514.599609375
2020-04-08,9432.3896484375
2020-04-09,9452.830078125
2020-04-14,9538.6103515625
2020-04-15,9320.2001953125
2020-04-16,9439.91015625
2020-04-17,9612.830078125
2020-04-20,9785.26953125
2020-04-21,9547.849609375
2020-04-22,9630.5595703125
2020-04-23,9625.48046875
2020-04-24,9625.650390625
2020-04-27,9758.8203125
2020-04-28,9889.4599609375
2020-04-29,9865.3203125
2020-04-30,9629.400390625
2020-05-04,9390.26953125
2020-05-05,9512.169921875
2020-05-06,9571.7001953125
2020-05-07,9617.98046875
2020-05-08,9665.349609375
2020-05-11,9689.7099609375
2020-05-12,9733.5302734375
2020-05-13,9631.6201171875
2020-05-14,9448.1396484375
2020-05-15,9483.099609375
2020-05-18,9740.76953125
2020-05-19,9764.23046875
2020-05-20,9790.849609375
2020-05-22,9688.990234375
2020-05-25,9824.5400390625
2020-05-26,9830.830078125
2020-05-27,9716.51953125
2020-05-28,9926.0302734375
2020-05-29,9831.490234375
2020-06-02,9951.4501953125
2020-06-03,10183.76953125
2020-06-04,10075.6796875
2020-06-05,10190.3701171875
2020-06-08,10152.76953125
2020-06-09,10184.8203125
2020-06-10,10147.1796875
2020-06-11,9828.580078125
2020-06-12,9796.3701171875
2020-06-15,9842.5595703125
2020-06-16,10034.2900390625
2020-06-17,10202.1904296875
2020-06-18,10186.5
2020-06-19,10266.2900390625
2020-06-22,10151.1298828125
2020-06-23,10246.5595703125
2020-06-24,10021.990234375
2020-06-25,10089.830078125
2020-06-26,10041.91015625
2020-06-29,10060.4599609375
2020-06-30,10045.2998046875
2020-07-01,10089.669921875
2020-07-02,10187.5595703125
2020-07-03,10125.83984375
2020-07-06,10253.3798828125
2020-07-07,10207.9599609375
2020-07-08,10178.41015625
2020-07-09,10143.3798828125
2020-07-10,10229.9697265625
2020-07-13,10300.9599609375
2020-07-14,10259.5
2020-07-15,10460.009765625
2020-07-16,10433.4296875
2020-07-17,10410.51953125
2020-07-20,10470.919921875
2020-07-21,10444.0498046875
2020-07-22,10439.0400390625
2020-07-23,10383.3798828125
2020-07-24,10214.2099609375
2020-07-27,10272.33984375
2020-07-28,10277.2001953125
2020-07-29,10272.8095703125
2020-07-30,10095.33984375
2020-07-31,10005.900390625
2020-08-03,10229.669921875
2020-08-04,10162.0400390625
2020-08-05,10097.9697265625
2020-08-06,10067.1298828125
2020-08-07,10068.0302734375
2020-08-10,10090.91015625
2020-08-11,10153.240234375
2020-08-12,10278.66015625
2020-08-13,10260.1103515625
2020-08-14,10163.599609375
2020-08-17,10228.0595703125
2020-08-18,10168.400390625
2020-08-19,10310.009765625
2020-08-20,10229.919921875
2020-08-21,10218.2001953125
2020-08-24,10308.3896484375
2020-08-25,10231.25
2020-08-26,10309.650390625
2020-08-27,10240.4599609375
2020-08-28,10164.490234375
2020-08-31,10135.5595703125
2020-09-01,10188.849609375
2020-09-02,10384.83984375
2020-09-03,10220.6396484375
2020-09-04,10153.08984375
2020-09-07,10297.7998046875
2020-09-08,10250.4404296875
2020-09-09,10406.5703125
2020-09-10,10387.4404296875
2020-09-11,10439.51953125
2020-09-14,10457.4296875
2020-09-15,10520.0
2020-09-16,10552.0400390625
2020-09-17,10519.330078125
2020-09-18,10539.169921875
2020-09-21,10325.4404296875
2020-09-22,10355.5703125
2020-09-23,10330.0595703125
2020-09-24,10211.5302734375
2020-09-25,10216.2802734375
2020-09-28,10308.669921875
2020-09-29,10229.2998046875
2020-09-30,10187.0
2020-10-01,10238.1201171875
2020-10-02,10252.400390625
2020-10-05,10303.0595703125
2020-10-06,10233.16015625
2020-10-07,10187.8798828125
2020-10-08,10270.240234375
2020-10-09,10320.0302734375
2020-10-12,10364.099609375
2020-10-13,10336.3603515625
2020-10-14,10292.66015625
2020-10-15,10067.9599609375
2020-10-16,10207.1298828125
2020-10-19,10184.3603515625
2020-10-20,10146.23046875
2020-10-21,9989.75
2020-10-22,9999.0498046875
2020-10-23,10023.900390625
2020-10-26,9985.6201171875
2020-10-27,9887.490234375
2020-10-28,9618.650390625
2020-10-29,9556.1396484375
2020-10-30,9587.150390625
2020-11-02,9791.6796875
2020-11-03,10003.8203125
2020-11-04,10286.7900390625
2020-11-05,10306.349609375
2020-11-06,10322.5703125
2020-11-09,10417.990234375
2020-11-10,10360.6904296875
2020-11-11,10532.26953125
2020-11-12,10496.2001953125
2020-11-13,10492.6103515625
2020-11-16,10586.740234375
2020-11-17,10565.1201171875
2020-11-18,10563.8896484375
2020-11-19,10490.76953125
2020-11-20,10495.650390625
2020-11-23,10464.400390625
2020-11-24,10491.58984375
2020-11-25,10488.26953125
2020-11-26,10497.7900390625
2020-11-27,10501.1796875
2020-11-30,10476.4296875
2020-12-01,10449.2099609375
2020-12-02,10435.3603515625
2020-12-03,10342.6298828125
2020-12-04,10364.5
2020-12-07,10375.3798828125
2020-12-08,10394.099609375
2020-12-09,10430.01953125
2020-12-10,10395.9599609375
2020-12-11,10391.759765625
2020-12-14,10373.0302734375
2020-12-15,10341.1796875
2020-12-16,10456.7802734375
2020-12-17,10540.3603515625
2020-12-18,10523.8603515625
2020-12-21,10305.51953125
2020-12-22,10403.3701171875
2020-12-23,10411.919921875
2020-12-28,10603.490234375
2020-12-29,10682.0400390625
2020-12-30,10703.509765625
2021-01-05,10694.08984375
2021-01-06,10747.080078125
2021-01-07,10778.669921875
2021-01-08,10797.990234375
2021-01-11,10870.419921875
2021-01-12,10875.25
2021-01-13,10846.8798828125
2021-01-14,10850.8095703125
2021-01-15,10877.0595703125
2021-01-18,10888.5400390625
2021-01-19,10876.98046875
2021-01-20,10945.4599609375
2021-01-21,10913.1103515625
2021-01-25,10925.7001953125
2021-01-26,10964.0498046875
2021-01-27,10904.240234375
2021-01-28,10849.8203125
2021-01-29,10591.0595703125
2021-02-01,10740.2197265625
2021-02-02,10803.5703125
2021-02-03,10775.6796875
2021-02-04,10860.9501953125
2021-02-05,10755.4697265625
2021-02-08,10778.830078125
2021-02-09,10803.669921875
2021-02-10,10825.75
2021-02-11,10852.91015625
2021-02-12,10880.3701171875
2021-02-16,10907.599609375
2021-02-18,10717.7099609375
2021-02-19,10704.75
2021-02-22,10697.3798828125
2021-02-23,10609.0302734375
2021-02-24,10727.7001953125
2021-02-25,10658.8701171875
2021-02-26,10522.2197265625
2021-03-01,10706.58984375
2021-03-02,10817.150390625
2021-03-04,10750.08984375
2021-03-05,10607.7900390625
2021-03-08,10830.3798828125
2021-03-09,10857.9697265625
2021-03-10,10909.76953125
2021-03-11,10883.23046875
2021-03-12,10839.9296875
2021-03-15,10867.330078125
2021-03-16,10944.48046875
2021-03-17,10922.490234375
2021-03-18,10973.759765625
2021-03-19,10967.3701171875
2021-03-22,11048.580078125
2021-03-23,11098.66015625
2021-03-24,11063.8701171875
2021-03-25,11098.8095703125
2021-03-26,11116.8095703125
2021-03-29,11089.599609375
2021-03-30,11121.419921875
2021-03-31,11047.3701171875
2021-04-01,11118.0302734375
2021-04-06,11182.9501953125
2021-04-07,11128.1796875
2021-04-08,11206.8798828125
2021-04-09,11238.51953125
2021-04-12,11181.349609375
2021-04-13,11122.3701171875
2021-04-14,11156.2099609375
2021-04-15,11198.7001953125
2021-04-16,11262.9697265625
